distance,distanceUnit,address,address2,almond,beverageonly,city,co_brander_cd,combostore,country,county,dma_cd,drivein,dunkincardenabled,dunkinrunenabled,faxnumber,fri_hours,geocodequality,k_cup,lat,lc,lng,loyalty,mobile,mon_hours,mqap_geography,mqap_id,mqap_quality,n,phonenumber,postal,recordid,sat_hours,sitetype,state,sun_hours,t,thu_hours,tue_hours,turbooven,website,wed_hours,wireless,key,name,resultNumber,shapePoints,sourceName
213.45,m,5130 N. Broadway St,,Y,N,Chicago,,Y,US,Cook,602,Y,Y,,--,24HOURS,,Y,41.975531,33454002,-87.659913,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.975531, u'lng': -87.659913}}",fbc2c21d-d7f0-4a9e-ada1-4d014ac1cff2,U1XXX,Dunkin Donuts,773-878-4623,60640,345349,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,fbc2c21d-d7f0-4a9e-ada1-4d014ac1cff2,Dunkin Donuts,283,"[41.975531, -87.659913]",mqap.33454_DunkinDonuts
213.5,m,3310 W Addison St,,Y,N,Chicago,,Y,US,COOK,602,Y,Y,,773-539-3635,24HOURS,,Y,41.946563,33454002,-87.710436,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.946563, u'lng': -87.710436}}",92a7564d-eb87-4f79-89be-b7dfa9ae500d,U1XXX,Dunkin Donuts,773-539-8114,60618,304777,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,92a7564d-eb87-4f79-89be-b7dfa9ae500d,Dunkin Donuts,284,"[41.946563, -87.710436]",mqap.33454_DunkinDonuts
213.56,m,3801 W. Belmont Ave,,Y,N,Chicago,,Y,US,Cook,602,Y,Y,,--,24HOURS,,Y,41.938863,33454002,-87.722397,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.938863, u'lng': -87.722397}}",64b7ac61-204d-4a85-9a37-f2b79552787e,U1XXX,Dunkin Donuts,773-539-1125,60618,304641,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,64b7ac61-204d-4a85-9a37-f2b79552787e,Dunkin Donuts,285,"[41.938863, -87.722397]",mqap.33454_DunkinDonuts
213.63,m,15 E. Ogden Ave,,Y,N,Westmont,,Y,US,Du Page,602,N,Y,,630-963-8286,03:30-23:00,,Y,41.809916,33454002,-87.974565,Y,Y,03:30-22:00,"{u'latLng': {u'lat': 41.809916, u'lng': -87.974565}}",50a9953a-e287-4cef-8bb8-630218fb8604,U1XXX,Dunkin Donuts,630-963-4652,60559,340339,03:30-23:00,EC,IL,03:30-23:00,,03:30-22:00,03:30-22:00,Y,https://www.dunkindonuts.com,03:30-22:00,Y,50a9953a-e287-4cef-8bb8-630218fb8604,Dunkin Donuts,286,"[41.809916, -87.974565]",mqap.33454_DunkinDonuts
213.67,m,3108 State Route 59,Suite 144,Y,N,Naperville,,Y,US,DU PAGE,602,N,Y,,--,24HOURS,,Y,41.708261,33454002,-88.205555,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.708261, u'lng': -88.205555}}",ed2e1a12-b15d-4158-a606-62790a23a106,U1XXX,Dunkin Donuts,630-922-4432,60564,340002,24HOURS,EC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,ed2e1a12-b15d-4158-a606-62790a23a106,Dunkin Donuts,287,"[41.708261, -88.205555]",mqap.33454_DunkinDonuts
213.69,m,2337 N Cicero Ave,,Y,N,Chicago,,Y,US,Cook,602,Y,Y,,847-441-4278,24HOURS,,Y,41.923603,33454002,-87.746197,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.923603, u'lng': -87.746197}}",fc2aeafc-138c-4c8a-91be-e83263bfb8f3,U1XXX,Dunkin Donuts,773-237-1300,60639,301626,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,fc2aeafc-138c-4c8a-91be-e83263bfb8f3,Dunkin Donuts,288,"[41.923603, -87.746197]",mqap.33454_DunkinDonuts
213.71,m,4010 N. Western Ave.,,Y,N,Chicago,,Y,US,COOK,602,Y,Y,,773-539-3635,05:00-22:00,,Y,41.954507,33454002,-87.688974,Y,Y,05:00-22:00,"{u'latLng': {u'lat': 41.954507, u'lng': -87.688974}}",0f689964-0c4f-4171-8b3a-61c48a5f75f4,U1XXX,Dunkin Donuts,773-604-4433,60618,332397,05:00-22:00,EC,IL,06:00-22:00,,05:00-22:00,05:00-22:00,Y,https://www.dunkindonuts.com,05:00-22:00,Y,0f689964-0c4f-4171-8b3a-61c48a5f75f4,Dunkin Donuts,289,"[41.954507, -87.688974]",mqap.33454_DunkinDonuts
213.78,m,3214 N Kimball Ave,,Y,N,Chicago,,N,US,COOK,602,N,Y,,--,24HOURS,,Y,41.940026,33454002,-87.71291,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.940026, u'lng': -87.71291}}",4a98c36a-4ed3-4e01-af10-13e2fcdfc713,U1XXX,Dunkin Donuts,773-478-2828,60618,308813,24HOURS,IN,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,4a98c36a-4ed3-4e01-af10-13e2fcdfc713,Dunkin Donuts,290,"[41.940026, -87.71291]",mqap.33454_DunkinDonuts
213.8,m,1317 S 1st Ave,,Y,N,Maywood,,N,US,Cook,602,Y,Y,,--,04:30-17:00,,N,41.875908,33454002,-87.833758,Y,Y,04:30-17:00,"{u'latLng': {u'lat': 41.875908, u'lng': -87.833758}}",dc17675c-20ca-4483-817a-ffe22340e5d3,U1XXX,Dunkin Donuts,708-345-9777,60153,302991,04:30-17:00,EC,IL,06:00-15:00,,04:30-17:00,04:30-17:00,Y,https://www.dunkindonuts.com,04:30-17:00,Y,dc17675c-20ca-4483-817a-ffe22340e5d3,Dunkin Donuts,291,"[41.875908, -87.833758]",mqap.33454_DunkinDonuts
213.83,m,5707 W North Ave,,Y,N,Chicago,,Y,US,Cook,602,Y,Y,,773-745-3422,04:00-22:00,,,41.909244,33454002,-87.768652,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 41.909244, u'lng': -87.768652}}",0bd2b7f1-34c8-4195-88d3-92f41aa0eba5,U1XXX,Dunkin Donuts,773-622-5360,60639,343082,04:00-22:00,FS,IL,04:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,Y,0bd2b7f1-34c8-4195-88d3-92f41aa0eba5,Dunkin Donuts,292,"[41.909244, -87.768652]",mqap.33454_DunkinDonuts
213.84,m,1940 Roosevelt Rd,,Y,N,Broadview,,Y,US,Cook,602,Y,Y,,--,04:00-22:00,,Y,41.863862,33454002,-87.856124,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 41.863862, u'lng': -87.856124}}",c4e8d8f8-48d9-43ff-b96a-f967251c21e9,U1XXX,Dunkin Donuts,708-681-2420,60155,343774,04:00-22:00,FS,IL,05:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,Y,c4e8d8f8-48d9-43ff-b96a-f967251c21e9,Dunkin Donuts,293,"[41.863862, -87.856124]",mqap.33454_DunkinDonuts
213.88,m,5050 W. Grand Ave,,Y,N,Chicago,,Y,US,Cook,602,N,Y,,--,04:30-23:00,,Y,41.916756,33454002,-87.752632,Y,Y,04:30-22:00,"{u'latLng': {u'lat': 41.916756, u'lng': -87.752632}}",f71c78fb-b495-4d54-ab41-760dd04bf312,U1XXX,Dunkin Donuts,773-622-3373,60639,341237,04:30-23:00,FS,IL,04:30-22:00,,04:30-22:00,04:30-22:00,Y,https://www.dunkindonuts.com,04:30-22:00,Y,f71c78fb-b495-4d54-ab41-760dd04bf312,Dunkin Donuts,294,"[41.916756, -87.752632]",mqap.33454_DunkinDonuts
214.02,m,1441 W Montrose Ave,,Y,N,Chicago,BRD,Y,US,COOK,602,N,Y,,773-248-7773,24HOURS,,Y,41.961486,33454002,-87.666573,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.961486, u'lng': -87.666573}}",8e212fa8-d146-4461-b88f-de5b05be773d,U1XXX,Dunkin Donuts,773-348-4888,60613,330257,24HOURS,EC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,8e212fa8-d146-4461-b88f-de5b05be773d,Dunkin Donuts,295,"[41.961486, -87.666573]",mqap.33454_DunkinDonuts
214.04,m,7200 Circle Ave,,Y,N,Forest Park,,N,US,Cook,602,N,Y,,--,24HOURS,,Y,41.886562,33454002,-87.804961,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.886562, u'lng': -87.804961}}",cbe0aeb5-77f4-42ef-a28d-6535204ccad5,U1XXX,Dunkin Donuts,708-366-0810,60130,304897,24HOURS,MT,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,cbe0aeb5-77f4-42ef-a28d-6535204ccad5,Dunkin Donuts,296,"[41.886562, -87.804961]",mqap.33454_DunkinDonuts
214.1,m,6820 Route 53,,Y,N,Woodridge,SHL,N,US,Du Page,602,Y,Y,,--,05:00-22:00,,Y,41.76076,33454002,-88.065191,Y,Y,05:00-22:00,"{u'latLng': {u'lat': 41.76076, u'lng': -88.065191}}",682922a6-2b83-4777-bd48-f95faf7974a6,U1XXX,Dunkin Donuts,312-226-8800,60517,351391,05:00-22:00,GC,IL,05:00-22:00,,05:00-22:00,05:00-22:00,Y,https://www.dunkindonuts.com,05:00-22:00,N,682922a6-2b83-4777-bd48-f95faf7974a6,Dunkin Donuts,297,"[41.76076, -88.065191]",mqap.33454_DunkinDonuts
214.1,m,7660 W Madison St,,Y,N,Forest Park,,Y,US,Cook,602,N,Y,,708-488-9489,05:00-22:00,,Y,41.879431,33454002,-87.816634,Y,Y,05:00-22:00,"{u'latLng': {u'lat': 41.879431, u'lng': -87.816634}}",75cd9b0e-0e7b-47e6-9bbc-54afc61db357,U1XXX,Dunkin Donuts,708-488-9488,60130,345698,05:00-22:00,EC,IL,06:00-22:00,,05:00-22:00,05:00-22:00,Y,https://www.dunkindonuts.com,05:00-22:00,Y,75cd9b0e-0e7b-47e6-9bbc-54afc61db357,Dunkin Donuts,298,"[41.879431, -87.816634]",mqap.33454_DunkinDonuts
214.13,m,4547 N Broadway St,,Y,N,Chicago,,Y,US,COOK,602,N,Y,,--,04:30-21:00,,N,41.965019,33454002,-87.656758,Y,Y,04:30-21:00,"{u'latLng': {u'lat': 41.965019, u'lng': -87.656758}}",b8f685e8-61e9-46ee-af0b-93c89c92611a,U1XXX,Dunkin Donuts,773-784-2500,60640,300542,04:30-21:00,EC,IL,04:30-21:00,,04:30-21:00,04:30-21:00,Y,https://www.dunkindonuts.com,04:30-21:00,Y,b8f685e8-61e9-46ee-af0b-93c89c92611a,Dunkin Donuts,299,"[41.965019, -87.656758]",mqap.33454_DunkinDonuts
214.18,m,2035 S. Washington St,Suite 103,Y,N,Naperville,,N,US,Du Page,602,N,Y,,630-369-4092,05:00-19:00,,Y,41.731149,33454002,-88.130254,Y,Y,05:00-19:00,"{u'latLng': {u'lat': 41.731149, u'lng': -88.130254}}",4e9f862c-ce1d-4a99-8e6d-cf1849ffa56d,U1XXX,Dunkin Donuts,630-369-4080,60565,348129,05:00-19:00,EC,IL,05:00-14:00,,05:00-19:00,05:00-19:00,Y,https://www.dunkindonuts.com,05:00-19:00,Y,4e9f862c-ce1d-4a99-8e6d-cf1849ffa56d,Dunkin Donuts,300,"[41.731149, -88.130254]",mqap.33454_DunkinDonuts
214.21,m,3535 N Western Ave,,Y,N,Chicago,,N,US,COOK,602,N,Y,,--,24HOURS,,Y,41.946141,33454002,-87.687863,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.946141, u'lng': -87.687863}}",7f42fb27-c338-41c3-92b9-18a706f59b45,U1XXX,Dunkin Donuts,773-348-7000,60618,307283,24HOURS,IN,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,7f42fb27-c338-41c3-92b9-18a706f59b45,Dunkin Donuts,301,"[41.946141, -87.687863]",mqap.33454_DunkinDonuts
214.22,m,3427 W Diversey Ave,,Y,N,Chicago,BRD,Y,US,COOK,602,N,Y,,--,24HOURS,,Y,41.931872,33454002,-87.713438,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.931872, u'lng': -87.713438}}",606300fe-c01d-4bc4-b8dc-d23d12feab73,U1XXX,Dunkin Donuts,773-252-5600,60647,331816,24HOURS,EC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,606300fe-c01d-4bc4-b8dc-d23d12feab73,Dunkin Donuts,302,"[41.931872, -87.713438]",mqap.33454_DunkinDonuts
214.31,m,11204 31st St,,Y,N,Westchester,,N,US,Cook,602,Y,Y,,--,04:00-22:00,,Y,41.833704,33454002,-87.900487,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 41.833704, u'lng': -87.900487}}",ed8f9c82-39a5-4606-9c4c-db1d749285be,U1XXX,Dunkin Donuts,708-562-0875,60154,349732,04:00-22:00,EC,IL,04:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,Y,ed8f9c82-39a5-4606-9c4c-db1d749285be,Dunkin Donuts,303,"[41.833704, -87.900487]",mqap.33454_DunkinDonuts
214.35,m,6310 Woodward Ave,,Y,N,Downers Grove,,N,US,Du Page,602,N,Y,,--,24HOURS,,Y,41.771422,33454002,-88.031893,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.771422, u'lng': -88.031893}}",8035999c-c2a6-45dd-8943-53529c1c0f35,U1XXX,Dunkin Donuts,630-964-5465,60516,348075,24HOURS,IN,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,8035999c-c2a6-45dd-8943-53529c1c0f35,Dunkin Donuts,304,"[41.771422, -88.031893]",mqap.33454_DunkinDonuts
214.6,m,150 E. Ogden Ave,,Y,N,Hinsdale,,N,US,Du Page,602,N,Y,,--,24HOURS,,Y,41.816444,33454002,-87.925776,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.816444, u'lng': -87.925776}}",6ca7d5d0-9f57-42eb-b92e-6fb1fcd32f33,U1XXX,Dunkin Donuts,630-325-9191,60521,306280,24HOURS,EC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,6ca7d5d0-9f57-42eb-b92e-6fb1fcd32f33,Dunkin Donuts,305,"[41.816444, -87.925776]",mqap.33454_DunkinDonuts
214.62,m,1755 W Addison St,,Y,N,Chicago,BRD,Y,US,COOK,602,Y,Y,,773-338-2256,24HOURS,,Y,41.946852,33454002,-87.673164,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.946852, u'lng': -87.673164}}",e1f8133b-d6a9-4f02-85b7-ca8cad1dc1d4,U1XXX,Dunkin Donuts,773-248-4777,60613,300682,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,e1f8133b-d6a9-4f02-85b7-ca8cad1dc1d4,Dunkin Donuts,306,"[41.946852, -87.673164]",mqap.33454_DunkinDonuts
214.93,m,3949 N. Broadway St,,Y,N,Chicago,,N,US,Cook,602,N,Y,,773-296-6335,04:30-22:00,,Y,41.954194,33454002,-87.65021,Y,Y,04:30-22:00,"{u'latLng': {u'lat': 41.954194, u'lng': -87.65021}}",b988d64c-5c98-46c3-b5c0-40998080fe0a,U1XXX,Dunkin Donuts,773-296-6332,60613,346705,04:30-22:00,SI,IL,04:30-22:00,,04:30-22:00,04:30-22:00,Y,https://www.dunkindonuts.com,04:30-22:00,Y,b988d64c-5c98-46c3-b5c0-40998080fe0a,Dunkin Donuts,307,"[41.954194, -87.65021]",mqap.33454_DunkinDonuts
214.94,m,2808 N Western Ave,,Y,N,Chicago,,N,US,Cook,602,N,Y,,--,05:00-22:00,,Y,41.932845,33454002,-87.688222,Y,Y,05:00-22:00,"{u'latLng': {u'lat': 41.932845, u'lng': -87.688222}}",b993fd68-b28c-4a3a-b4e0-f8a9e83eecb1,U1XXX,Dunkin Donuts,773-697-9181,60618,351524,05:00-22:00,EC,IL,05:00-22:00,,05:00-22:00,05:00-22:00,Y,https://www.dunkindonuts.com,05:00-22:00,Y,b993fd68-b28c-4a3a-b4e0-f8a9e83eecb1,Dunkin Donuts,308,"[41.932845, -87.688222]",mqap.33454_DunkinDonuts
215.03,m,782 N Laramie Ave,,Y,N,Chicago,,Y,US,Cook,602,Y,Y,,773-626-2033,24HOURS,,Y,41.894632,33454002,-87.75578,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.894632, u'lng': -87.75578}}",b4b387bc-a24b-449b-a5a1-09f22f36c9ef,U1XXX,Dunkin Donuts,773-626-2343,60644,343456,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,b4b387bc-a24b-449b-a5a1-09f22f36c9ef,Dunkin Donuts,309,"[41.894632, -87.75578]",mqap.33454_DunkinDonuts
215.15,m,217 W Madison St,,Y,N,Oak Park,,Y,US,Cook,602,Y,Y,,708-866-0988,04:00-22:00,,Y,41.879798,33454002,-87.780273,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 41.879798, u'lng': -87.780273}}",56dd2399-3ea0-4446-bd51-d5d9bb290254,U1XXX,Dunkin Donuts,708-660-9379,60302,347869,04:00-22:00,FS,IL,05:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,Y,56dd2399-3ea0-4446-bd51-d5d9bb290254,Dunkin Donuts,310,"[41.879798, -87.780273]",mqap.33454_DunkinDonuts
215.21,m,947 W Addison St,,,N,Chicago,,N,US,Cook,602,N,Y,,--,04:00-22:00,,Y,41.947144,33454002,-87.65381,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 41.947144, u'lng': -87.65381}}",49748226-5a23-4d6a-8339-fa3f8594e63a,U1XXX,Dunkin Donuts,773-726-7254,60613,352290,05:00-22:00,SI,IL,05:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,Y,49748226-5a23-4d6a-8339-fa3f8594e63a,Dunkin Donuts,311,"[41.947144, -87.65381]",mqap.33454_DunkinDonuts
215.26,m,2565 W. Fullerton Ave,,Y,N,Chicago,,N,US,Cook,602,N,Y,,773-545-0510,04:00-22:00,,Y,41.92473,33454002,-87.692391,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 41.92473, u'lng': -87.692391}}",a1d9e713-a11c-4046-994e-683834e0701b,U1XXX,Dunkin Donuts,773-384-2565,60647,343174,04:00-22:00,EC,IL,05:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,Y,a1d9e713-a11c-4046-994e-683834e0701b,Dunkin Donuts,312,"[41.92473, -87.692391]",mqap.33454_DunkinDonuts
215.31,m,1345 N. Pulaski Rd,,Y,N,Chicago,CIT,N,US,COOK,602,N,Y,,--,05:00-21:00,,N,41.905639,33454002,-87.725983,Y,Y,05:00-21:00,"{u'latLng': {u'lat': 41.905639, u'lng': -87.725983}}",1a96f904-1827-40a7-9410-0f80df17d894,U1XXX,Dunkin Donuts,773-394-0003,60651,341739,05:00-21:00,GC,IL,05:00-21:00,,05:00-21:00,05:00-21:00,Y,https://www.dunkindonuts.com,05:00-21:00,E,1a96f904-1827-40a7-9410-0f80df17d894,Dunkin Donuts,313,"[41.905639, -87.725983]",mqap.33454_DunkinDonuts
215.33,m,8360 W. Cermak Ave,,Y,N,North Riverside,,Y,US,COOK,602,Y,Y,,--,24HOURS,,Y,41.850077,33454002,-87.831893,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.850077, u'lng': -87.831893}}",4802d403-3c1b-47f4-90e3-cd8e9fa96356,U1XXX,Dunkin Donuts,708-447-9201,60546,340344,24HOURS,EC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,4802d403-3c1b-47f4-90e3-cd8e9fa96356,Dunkin Donuts,314,"[41.850077, -87.831893]",mqap.33454_DunkinDonuts
215.34,m,2247 N. Milwaukee Ave,,Y,N,Chicago,,Y,US,COOK,602,N,Y,,773-235-1366,24HOURS,,Y,41.921659,33454002,-87.695262,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.921659, u'lng': -87.695262}}",03eed8a8-e707-4f75-bcca-fef3056a2f48,U1XXX,Dunkin Donuts,773-235-1365,60647,340404,24HOURS,IN,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,03eed8a8-e707-4f75-bcca-fef3056a2f48,Dunkin Donuts,315,"[41.921659, -87.695262]",mqap.33454_DunkinDonuts
215.36,m,3000 N Ashland Ave,,Y,N,Chicago,STD,Y,US,COOK,602,Y,Y,,--,24HOURS,,Y,41.936134,33454002,-87.66868,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.936134, u'lng': -87.66868}}",c32c6764-dbb6-4696-b01d-8b52337a6915,U1XXX,Dunkin Donuts,773-929-6669,60657,304551,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,c32c6764-dbb6-4696-b01d-8b52337a6915,Dunkin Donuts,316,"[41.936134, -87.66868]",mqap.33454_DunkinDonuts
215.4,m,4003 Plainfield Naperville Rd,Ste 121,Y,N,Naperville,,N,US,DuPage,602,Y,Y,,815-880-8944,05:00-21:00,,Y,41.695108,33454002,-88.167955,Y,Y,05:00-21:00,"{u'latLng': {u'lat': 41.695108, u'lng': -88.167955}}",d5fc108c-2bc2-488e-b29c-0a1fb4717c87,U1XXX,Dunkin Donuts,630-637-0730,60564,350596,05:00-21:00,EC,IL,05:00-21:00,,05:00-21:00,05:00-21:00,Y,https://www.dunkindonuts.com,05:00-21:00,Y,d5fc108c-2bc2-488e-b29c-0a1fb4717c87,Dunkin Donuts,317,"[41.695108, -88.167955]",mqap.33454_DunkinDonuts
215.43,m,2401 W. 75th St,Unit 17-19,Y,N,Woodridge,,N,US,Du Page,602,N,Y,,--,05:00-20:00,,Y,41.748794,33454002,-88.041599,Y,Y,05:00-20:00,"{u'latLng': {u'lat': 41.748794, u'lng': -88.041599}}",dcb2894f-8d8f-4c5a-9b67-228130657593,U1XXX,Dunkin Donuts,630-910-0470,60517,343682,05:00-20:00,EC,IL,05:00-20:00,,05:00-20:00,05:00-20:00,Y,https://www.dunkindonuts.com,05:00-20:00,Y,dcb2894f-8d8f-4c5a-9b67-228130657593,Dunkin Donuts,318,"[41.748794, -88.041599]",mqap.33454_DunkinDonuts
215.5,m,3347 W. North Ave,,Y,N,Chicago,,Y,US,Cook,602,N,Y,,773-486-7967,05:00-22:00,,Y,41.909942,33454002,-87.711777,Y,Y,05:00-22:00,"{u'latLng': {u'lat': 41.909942, u'lng': -87.711777}}",121b4048-c83c-4a42-bcdc-f778ac8f5415,U1XXX,Dunkin Donuts,773-486-7974,60647,343169,05:00-22:00,EC,IL,05:00-22:00,,05:00-22:00,05:00-22:00,Y,https://www.dunkindonuts.com,05:00-22:00,Y,121b4048-c83c-4a42-bcdc-f778ac8f5415,Dunkin Donuts,319,"[41.909942, -87.711777]",mqap.33454_DunkinDonuts
215.55,m,6820 W. Roosevelt,,Y,N,Oak Park,BRD,Y,US,COOK,602,Y,Y,,--,24HOURS,,Y,41.865225,33454002,-87.794741,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.865225, u'lng': -87.794741}}",d6fa8ecf-211d-4b2d-b589-fa0981ca050c,U1XXX,Dunkin Donuts,708-386-3322,60304,336492,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,d6fa8ecf-211d-4b2d-b589-fa0981ca050c,Dunkin Donuts,320,"[41.865225, -87.794741]",mqap.33454_DunkinDonuts
215.63,m,945 W Belmont Ave,,Y,N,Chicago,,N,US,Cook,602,N,Y,,630-455-9478,04:00-21:00,,,41.93985,33454002,-87.653177,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 41.93985, u'lng': -87.653177}}",61e79fb8-34ce-47b9-8b64-6dde8ce60b87,U1XXX,Dunkin Donuts,773-348-1339,60657,350867,04:00-21:00,SI,IL,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,N,61e79fb8-34ce-47b9-8b64-6dde8ce60b87,Dunkin Donuts,321,"[41.93985, -87.653177]",mqap.33454_DunkinDonuts
215.68,m,3200 N Clark St,,Y,N,Chicago,,Y,US,Cook,602,N,Y,,--,24HOURS,,Y,41.940041,33454002,-87.651053,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.940041, u'lng': -87.651053}}",2e35f796-3494-4562-805c-316afeeff267,U1XXX,Dunkin Donuts,773-698-8942,60657,304835,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,2e35f796-3494-4562-805c-316afeeff267,Dunkin Donuts,322,"[41.940041, -87.651053]",mqap.33454_DunkinDonuts
215.72,m,1927 W Fullerton Ave,Elston,Y,N,Chicago,,Y,US,COOK,602,Y,Y,,773-867-8032,24HOURS,,Y,41.924962,33454002,-87.676848,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.924962, u'lng': -87.676848}}",7190a96c-5f2a-4b43-9f4f-1d04b7c658a7,U1XXX,Dunkin Donuts,773-227-0800,60614,306909,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,7190a96c-5f2a-4b43-9f4f-1d04b7c658a7,Dunkin Donuts,323,"[41.924962, -87.676848]",mqap.33454_DunkinDonuts
215.76,m,19 W 63rd St,,Y,N,Westmont,,Y,US,Du Page,602,Y,Y,,708-386-1326,24HOURS,,Y,41.773208,33454002,-87.975603,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.773208, u'lng': -87.975603}}",f477fe21-1ad3-4fc0-9ab8-6256118dd848,U1XXX,Dunkin Donuts,630-271-8261,60559,301852,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,f477fe21-1ad3-4fc0-9ab8-6256118dd848,Dunkin Donuts,324,"[41.773208, -87.975603]",mqap.33454_DunkinDonuts
215.76,m,3601 W. Grand Ave,,Y,N,Chicago,MOB,N,US,Cook,602,Y,Y,,--,05:00-21:00,,N,41.902307,33454002,-87.717046,Y,Y,05:00-21:00,"{u'latLng': {u'lat': 41.902307, u'lng': -87.717046}}",0e99a4f4-b14e-470a-b68f-c86ef445228a,U1XXX,Dunkin Donuts,773-342-2445,60651,341153,06:00-20:00,GC,IL,06:00-20:00,,05:00-21:00,05:00-21:00,Y,https://www.dunkindonuts.com,05:00-21:00,E,0e99a4f4-b14e-470a-b68f-c86ef445228a,Dunkin Donuts,325,"[41.902307, -87.717046]",mqap.33454_DunkinDonuts
215.79,m,4800 W Lake St,CTA,Y,N,Chicago,,N,US,Cook,602,N,Y,,773-235-1366,04:30-20:30,,N,41.886681,33454002,-87.745374,Y,Y,04:30-20:30,"{u'latLng': {u'lat': 41.886681, u'lng': -87.745374}}",6d438407-8046-43f6-9d95-d9b0de16e787,U1XXX,Dunkin Donuts,773-287-9755,60644,340900,04:30-20:30,MT,IL,04:30-20:30,,04:30-20:30,04:30-20:30,Y,https://www.dunkindonuts.com,04:30-20:30,E,6d438407-8046-43f6-9d95-d9b0de16e787,Dunkin Donuts,326,"[41.886681, -87.745374]",mqap.33454_DunkinDonuts
